airline,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price,month,day
Air India,Banglore,Delhi,afternoon,evening,9900,0,No info,5438,4,21
Air Asia,Kolkata,Banglore,evening,mid_night,9000,0,No info,4107,5,24
Jet Airways,Kolkata,Banglore,evening,afternoon,58500,1,In-flight meal not included,11134,3,24
Jet Airways,Delhi,Cochin,evening,afternoon,56400,1,In-flight meal not included,10262,6,15
Air India,Kolkata,Banglore,morning,mid_night,66000,2,No info,14083,5,24
Vistara,Kolkata,Banglore,morning,evening,58500,1,No info,9345,6,9
Jet Airways,Delhi,Cochin,afternoon,afternoon,68700,1,In-flight meal not included,12373,5,9
Multiple carriers,Delhi,Cochin,afternoon,mid_night,34200,1,In-flight meal not included,10196,6,15
IndiGo,Delhi,Cochin,afternoon,evening,18000,1,No info,5947,4,15
Jet Airways,Kolkata,Banglore,afternoon,morning,69300,1,No info,13044,6,12
Jet Airways,Kolkata,Banglore,mid_night,morning,99300,1,In-flight meal not included,9663,5,18
Jet Airways,Banglore,New Delhi,mid_night,evening,52500,1,No info,27992,3,1
IndiGo,Kolkata,Banglore,afternoon,evening,16800,1,No info,7476,3,24
Air India,Kolkata,Banglore,morning,evening,48300,1,No info,10413,6,9
Multiple carriers,Delhi,Cochin,morning,evening,27300,1,No info,10261,6,1
Jet Airways,Kolkata,Banglore,morning,evening,50400,1,No info,14151,6,6
Air India,Banglore,Delhi,morning,morning,9900,0,No info,5176,4,6
Jet Airways,Delhi,Cochin,morning,mid_night,66300,1,No info,14714,6,6
Jet Airways,Kolkata,Banglore,afternoon,afternoon,77100,1,In-flight meal not included,9314,5,15
Jet Airways,Delhi,Cochin,evening,mid_night,23700,1,No info,14714,6,24
Multiple carriers,Delhi,Cochin,morning,evening,39600,1,No info,12192,6,6
SpiceJet,Mumbai,Hyderabad,evening,mid_night,5400,0,No info,1759,4,3
IndiGo,Delhi,Cochin,mid_night,morning,19200,1,No info,4744,3,27
Jet Airways,Banglore,Delhi,evening,evening,10800,0,No info,7229,5,21
Jet Airways,Delhi,Cochin,mid_night,mid_night,101100,1,No info,15029,3,9
IndiGo,Kolkata,Banglore,evening,evening,9600,0,No info,4462,3,15
SpiceJet,Chennai,Kolkata,morning,morning,8100,0,No info,6300,3,12
Air India,Mumbai,Hyderabad,evening,evening,4500,0,No info,2575,3,21
Jet Airways,Banglore,New Delhi,evening,evening,87300,1,In-flight meal not included,11087,3,12
Multiple carriers,Delhi,Cochin,mid_night,afternoon,33600,1,No info,6305,3,27
Vistara,Banglore,New Delhi,evening,evening,9600,0,No info,8290,3,9
Jet Airways,Banglore,Delhi,morning,morning,10800,0,In-flight meal not included,5769,6,18
IndiGo,Banglore,Delhi,evening,mid_night,10800,0,No info,4990,4,12
Air Asia,Banglore,New Delhi,evening,mid_night,9900,0,No info,6135,3,3
IndiGo,Delhi,Cochin,mid_night,morning,20700,1,No info,5733,3,27
Multiple carriers,Delhi,Cochin,morning,evening,54000,1,No info,7670,5,15
Jet Airways,Delhi,Cochin,evening,evening,85800,2,No info,12819,6,27
IndiGo,Banglore,Delhi,evening,evening,10200,0,No info,4823,5,3
IndiGo,Delhi,Cochin,mid_night,evening,57900,1,No info,6979,5,9
Air India,Kolkata,Banglore,morning,evening,32700,1,No info,10493,3,24
Air India,Delhi,Cochin,evening,evening,83700,2,No info,16111,3,9
Air India,Delhi,Cochin,evening,evening,76500,2,No info,10651,6,9
IndiGo,Delhi,Cochin,mid_night,afternoon,39900,1,No info,6600,5,27
Jet Airways,Delhi,Cochin,afternoon,afternoon,79200,2,In-flight meal not included,10919,6,12
IndiGo,Kolkata,Banglore,morning,afternoon,9900,0,No info,5198,3,21
Air India,Banglore,New Delhi,morning,afternoon,113400,2,No info,12778,3,12
IndiGo,Mumbai,Hyderabad,evening,evening,5100,0,No info,2754,3,27
IndiGo,Delhi,Cochin,evening,mid_night,18300,1,No info,7255,5,9
Multiple carriers,Delhi,Cochin,morning,afternoon,22500,1,No info,14486,3,21
GoAir,Delhi,Cochin,morning,afternoon,21300,1,No info,6591,4,21
SpiceJet,Banglore,Delhi,evening,mid_night,10500,0,No check-in baggage included,3573,5,21
Jet Airways,Delhi,Cochin,afternoon,afternoon,77700,1,In-flight meal not included,10262,6,1
Jet Airways,Kolkata,Banglore,evening,morning,54600,1,No info,14388,5,15
Jet Airways,Delhi,Cochin,afternoon,evening,91800,1,No info,14714,6,3
Jet Airways,Delhi,Cochin,evening,afternoon,61500,2,In-flight meal not included,10368,6,12
SpiceJet,Chennai,Kolkata,morning,afternoon,9300,0,No info,3384,3,21
Air India,Kolkata,Banglore,afternoon,afternoon,92400,1,No info,7742,3,24
IndiGo,Delhi,Cochin,mid_night,morning,20700,1,No info,6386,6,9
Jet Airways,Banglore,Delhi,evening,evening,11100,0,In-flight meal not included,7229,6,6
Air India,Kolkata,Banglore,morning,evening,32700,1,No info,8891,5,6
Multiple carriers,Delhi,Cochin,afternoon,evening,28800,1,No info,13587,6,1
IndiGo,Delhi,Cochin,morning,afternoon,21000,1,No info,8227,3,27
Air India,Kolkata,Banglore,morning,evening,48300,2,No info,12125,4,1
SpiceJet,Kolkata,Banglore,evening,mid_night,8400,0,No info,3873,6,15
Multiple carriers,Delhi,Cochin,afternoon,mid_night,34200,1,No info,13377,6,12
Jet Airways,Kolkata,Banglore,evening,evening,97800,1,No info,10953,5,12
SpiceJet,Kolkata,Banglore,morning,morning,9600,0,No info,4622,3,9
Jet Airways,Kolkata,Banglore,afternoon,morning,72600,1,No info,14231,3,24
Jet Airways,Delhi,Cochin,evening,evening,76200,1,In-flight meal not included,10262,6,24
IndiGo,Banglore,Delhi,evening,mid_night,10200,0,No info,3943,4,15
Vistara,Kolkata,Banglore,evening,evening,86400,1,No info,8610,5,12
Multiple carriers,Delhi,Cochin,morning,evening,54900,1,No info,6717,3,21
Multiple carriers,Delhi,Cochin,morning,evening,37800,1,No info,10877,6,24
IndiGo,Kolkata,Banglore,afternoon,evening,17400,1,No info,4775,5,1
Jet Airways,Kolkata,Banglore,afternoon,evening,21900,1,No info,14571,6,9
SpiceJet,Banglore,New Delhi,morning,afternoon,10500,0,No check-in baggage included,6205,3,24
Jet Airways,Kolkata,Banglore,evening,evening,77700,1,No info,14151,5,18
Multiple carriers,Delhi,Cochin,morning,evening,33600,1,No info,6637,3,27
Air India,Banglore,New Delhi,morning,morning,98400,2,No info,12074,3,3
IndiGo,Kolkata,Banglore,morning,afternoon,9300,0,No info,4804,6,21
IndiGo,Kolkata,Banglore,evening,mid_night,18900,1,No info,7252,5,6
IndiGo,Delhi,Cochin,morning,afternoon,16500,1,No info,6069,6,3
Jet Airways,Delhi,Cochin,morning,evening,27000,1,No info,15554,5,9
IndiGo,Chennai,Kolkata,afternoon,evening,9900,0,No info,3850,5,18
Air India,Delhi,Cochin,evening,evening,88200,2,No info,12940,5,18
SpiceJet,Kolkata,Banglore,morning,evening,26100,1,No info,8844,5,1
Jet Airways,Delhi,Cochin,morning,evening,42900,1,In-flight meal not included,15190,6,12
Jet Airways,Banglore,New Delhi,morning,afternoon,29400,1,In-flight meal not included,9134,3,15
Jet Airways,Delhi,Cochin,evening,afternoon,56400,1,No info,11822,4,9
Multiple carriers,Delhi,Cochin,afternoon,mid_night,37800,1,No info,15078,5,9
SpiceJet,Mumbai,Hyderabad,evening,mid_night,5100,0,No info,11005,3,1
IndiGo,Delhi,Cochin,afternoon,mid_night,38100,1,No info,7006,3,21
IndiGo,Banglore,New Delhi,afternoon,evening,17700,1,No info,4259,3,9
Air India,Delhi,Cochin,evening,evening,78300,2,No info,11762,3,9
Jet Airways,Banglore,New Delhi,morning,morning,86700,1,In-flight meal not included,8147,3,24
SpiceJet,Kolkata,Banglore,morning,morning,9300,0,No check-in baggage included,3841,5,27
IndiGo,Kolkata,Banglore,afternoon,evening,9300,0,No info,4174,4,3
Jet Airways,Delhi,Cochin,afternoon,mid_night,39300,1,In-flight meal not included,12898,5,27
SpiceJet,Delhi,Cochin,afternoon,evening,22800,1,No info,5583,6,6
Jet Airways,Delhi,Cochin,morning,evening,27000,1,In-flight meal not included,10262,6,6
Jet Airways,Banglore,Delhi,morning,morning,9900,0,No info,7229,5,6
Vistara,Banglore,Delhi,evening,evening,10200,0,No info,4668,6,9
IndiGo,Banglore,Delhi,evening,evening,10500,0,No info,4990,4,18
IndiGo,Kolkata,Banglore,evening,mid_night,9900,0,No info,6985,3,24
IndiGo,Banglore,Delhi,afternoon,evening,10800,0,No info,4823,4,3
Vistara,Kolkata,Banglore,morning,evening,42000,1,No info,9345,5,18
Jet Airways,Kolkata,Banglore,afternoon,afternoon,94500,1,In-flight meal not included,10844,5,15
Jet Airways,Delhi,Cochin,morning,afternoon,97200,2,No info,14657,5,9
IndiGo,Delhi,Cochin,mid_night,afternoon,39900,1,No info,6818,6,3
Air India,Delhi,Cochin,mid_night,morning,92700,2,No info,11543,5,15
SpiceJet,Mumbai,Hyderabad,evening,mid_night,5100,0,No check-in baggage included,2175,3,24
Jet Airways,Kolkata,Banglore,evening,afternoon,77100,1,In-flight meal not included,10844,6,6
Jet Airways,Mumbai,Hyderabad,morning,morning,5100,0,No info,8040,4,1
Jet Airways,Kolkata,Banglore,morning,evening,44400,1,No info,14571,6,6
Jet Airways,Kolkata,Banglore,morning,afternoon,19800,1,No info,14571,6,9
Jet Airways,Delhi,Cochin,afternoon,afternoon,74100,1,In-flight meal not included,12898,5,21
Multiple carriers,Delhi,Cochin,morning,evening,33300,1,No info,14848,6,12
Multiple carriers,Delhi,Cochin,evening,mid_night,23400,1,No info,8283,5,18
Jet Airways,Banglore,Delhi,afternoon,evening,10500,0,No info,7229,4,21
Multiple carriers,Delhi,Cochin,morning,mid_night,49800,1,No info,8405,5,18
Jet Airways,Delhi,Cochin,mid_night,mid_night,81900,2,No info,19266,3,3
Air India,Delhi,Cochin,afternoon,morning,52500,1,No info,11038,3,6
Jet Airways,Banglore,Delhi,evening,evening,11100,0,No info,8016,6,12
SpiceJet,Chennai,Kolkata,afternoon,evening,8400,0,No info,3384,3,21
IndiGo,Delhi,Cochin,evening,mid_night,24900,1,No info,6573,4,9
Jet Airways,Delhi,Cochin,morning,mid_night,67500,2,No info,15129,5,21
IndiGo,Banglore,Delhi,evening,mid_night,10200,0,No info,3943,6,27
Jet Airways,Banglore,New Delhi,evening,afternoon,48300,1,In-flight meal not included,7832,3,24
IndiGo,Banglore,New Delhi,morning,morning,10500,0,No info,6860,3,24
IndiGo,Banglore,Delhi,evening,evening,10500,0,No info,4823,5,12
Air India,Banglore,Delhi,afternoon,evening,9900,0,No info,5228,5,6
Jet Airways,Kolkata,Banglore,afternoon,evening,20700,1,No info,13364,4,1
Jet Airways,Banglore,New Delhi,afternoon,morning,53100,1,No info,13555,3,18
IndiGo,Chennai,Kolkata,evening,mid_night,8400,0,No info,5277,3,6
Air India,Kolkata,Banglore,morning,mid_night,66000,2,No info,13243,5,12
Multiple carriers,Delhi,Cochin,morning,evening,46800,1,No info,9794,5,9
Jet Airways,Banglore,Delhi,morning,morning,9900,0,No info,8016,6,6
Multiple carriers,Delhi,Cochin,afternoon,mid_night,28800,1,No info,13377,6,1
Jet Airways,Kolkata,Banglore,afternoon,evening,104700,1,No info,12692,6,9
Air India,Kolkata,Banglore,morning,evening,36600,2,No info,10697,6,6
SpiceJet,Chennai,Kolkata,morning,afternoon,9300,0,No info,3384,3,27
IndiGo,Delhi,Cochin,morning,evening,56400,1,No info,6734,5,9
Jet Airways,Kolkata,Banglore,evening,morning,48000,1,In-flight meal not included,10844,6,6
Air India,Banglore,Delhi,evening,evening,10200,0,No info,5228,5,24
Air India,Kolkata,Banglore,morning,morning,92700,1,No info,8891,5,24
IndiGo,Chennai,Kolkata,morning,morning,8400,0,No info,3384,3,27
Multiple carriers,Delhi,Cochin,morning,evening,46800,1,No info,17057,3,3
IndiGo,Kolkata,Banglore,evening,evening,15900,1,No info,3480,4,3
SpiceJet,Banglore,Delhi,morning,afternoon,10200,0,No info,4423,5,3
Jet Airways,Kolkata,Banglore,morning,mid_night,79800,1,No info,14178,6,9
SpiceJet,Delhi,Cochin,morning,afternoon,16200,1,No check-in baggage included,4760,6,24
Jet Airways,Kolkata,Banglore,evening,morning,48000,1,No info,14151,4,1
Jet Airways,Kolkata,Banglore,evening,afternoon,73200,1,No info,12681,4,1
Jet Airways,Delhi,Cochin,morning,afternoon,11700,0,In-flight meal not included,4886,4,3
Air Asia,Kolkata,Banglore,morning,afternoon,9300,0,No info,3807,6,21
IndiGo,Kolkata,Banglore,mid_night,morning,9300,0,No info,4804,5,18
IndiGo,Banglore,New Delhi,morning,afternoon,17400,1,No info,5694,3,9
Multiple carriers,Delhi,Cochin,morning,evening,36000,1,No info,10197,5,24
IndiGo,Banglore,Delhi,evening,mid_night,10200,0,No info,4077,6,15
Jet Airways,Kolkata,Banglore,morning,evening,42300,1,No info,14781,5,1
IndiGo,Kolkata,Banglore,morning,afternoon,9300,0,No info,5224,5,9
IndiGo,Kolkata,Banglore,evening,mid_night,9600,0,No info,4804,4,24
Jet Airways,Kolkata,Banglore,morning,mid_night,79800,1,In-flight meal not included,8586,5,21
Air India,Kolkata,Banglore,afternoon,afternoon,90900,1,No info,7662,5,21
Jet Airways,Delhi,Cochin,morning,evening,32100,1,No info,18550,3,3
Vistara,Kolkata,Banglore,afternoon,evening,23100,1,No info,8610,6,12
Jet Airways,Banglore,Delhi,morning,morning,10800,0,No info,7229,5,1
Air India,Kolkata,Banglore,morning,mid_night,69900,2,No info,12009,6,6
Jet Airways,Kolkata,Banglore,afternoon,evening,101100,1,No info,14151,5,18
Air India,Delhi,Cochin,mid_night,morning,10200,0,No info,4729,4,9
Air India,Delhi,Cochin,mid_night,morning,10200,0,No info,7931,3,3
Jet Airways,Delhi,Cochin,morning,afternoon,90300,1,In-flight meal not included,12898,5,21
Jet Airways,Delhi,Cochin,morning,mid_night,77700,1,No info,16289,3,9
Jet Airways,Delhi,Cochin,evening,evening,77700,2,No info,13292,6,3
Multiple carriers,Delhi,Cochin,morning,evening,46800,1,No info,7618,5,27
Multiple carriers,Delhi,Cochin,evening,mid_night,26100,1,No info,13377,6,15
Air Asia,Kolkata,Banglore,morning,evening,57300,1,No info,5192,6,12
Multiple carriers,Delhi,Cochin,morning,evening,27300,1,In-flight meal not included,7268,6,24
Jet Airways,Kolkata,Banglore,evening,morning,48000,1,In-flight meal not included,12384,5,24
IndiGo,Banglore,New Delhi,mid_night,morning,10200,0,No info,5694,3,15
Jet Airways,Banglore,New Delhi,morning,afternoon,25200,2,No info,16338,3,18
Multiple carriers,Delhi,Cochin,afternoon,mid_night,45000,1,No info,7198,6,6
Jet Airways,Delhi,Cochin,morning,evening,39000,1,In-flight meal not included,6540,3,21
Jet Airways,Mumbai,Hyderabad,evening,evening,5400,0,In-flight meal not included,3210,6,3
SpiceJet,Kolkata,Banglore,morning,morning,9300,0,No info,3873,6,18
Air Asia,Banglore,Delhi,morning,afternoon,9900,0,No info,4483,4,21
Air Asia,Delhi,Cochin,afternoon,evening,20400,1,No info,6752,5,15
IndiGo,Banglore,Delhi,morning,morning,10500,0,No info,4823,4,12
Air India,Kolkata,Banglore,evening,morning,44700,1,No info,10203,5,6
SpiceJet,Kolkata,Banglore,evening,mid_night,8400,0,No info,3873,5,18
SpiceJet,Mumbai,Hyderabad,afternoon,afternoon,4800,0,No info,2017,3,27
Jet Airways,Kolkata,Banglore,morning,mid_night,72900,1,In-flight meal not included,8586,6,6
Jet Airways,Banglore,New Delhi,evening,morning,41700,1,1 Long layover,31825,3,1
Jet Airways,Delhi,Cochin,mid_night,mid_night,94200,1,In-flight meal not included,10262,6,6
IndiGo,Delhi,Cochin,evening,mid_night,18300,1,No info,6593,6,1
SpiceJet,Banglore,Delhi,evening,mid_night,10500,0,No info,3971,6,24
Jet Airways,Delhi,Cochin,evening,evening,84900,1,No info,16289,3,9
Jet Airways,Kolkata,Banglore,morning,morning,87000,1,In-flight meal not included,9314,5,1
Jet Airways,Banglore,Delhi,afternoon,evening,10800,0,In-flight meal not included,4030,5,21
Multiple carriers,Delhi,Cochin,afternoon,evening,25200,1,No info,13587,6,12
Jet Airways,Kolkata,Banglore,evening,evening,77700,1,In-flight meal not included,9314,5,1
Air Asia,Delhi,Cochin,evening,morning,37500,1,No info,6253,6,15
Air Asia,Kolkata,Banglore,morning,evening,57300,1,No info,5192,4,15
Air India,Kolkata,Banglore,morning,afternoon,102000,2,No info,16372,5,1
Vistara,Banglore,Delhi,morning,afternoon,10200,0,No info,5403,4,24
Multiple carriers,Delhi,Cochin,morning,evening,26400,1,No info,11200,3,27
IndiGo,Chennai,Kolkata,morning,afternoon,8700,0,No info,3858,6,12
IndiGo,Kolkata,Banglore,afternoon,evening,9300,0,No info,4174,4,6
Air India,Delhi,Cochin,evening,evening,11100,0,No info,5411,4,27
IndiGo,Mumbai,Hyderabad,afternoon,evening,5400,0,No info,3175,5,15
IndiGo,Chennai,Kolkata,afternoon,afternoon,8400,0,No info,3858,5,24
Jet Airways,Kolkata,Banglore,evening,mid_night,31200,1,No info,13941,5,1
Air India,Delhi,Cochin,afternoon,evening,108000,2,No info,12182,6,15
IndiGo,Banglore,Delhi,afternoon,evening,10800,0,No info,4990,6,21
Jet Airways,Kolkata,Banglore,evening,evening,92400,1,In-flight meal not included,10539,6,9
IndiGo,Banglore,New Delhi,morning,afternoon,10500,0,No info,6860,3,9
Vistara,Delhi,Cochin,afternoon,afternoon,10500,0,No info,8001,3,6
Jet Airways,Delhi,Cochin,evening,evening,72600,1,In-flight meal not included,10262,6,27
Vistara,Kolkata,Banglore,afternoon,evening,23100,1,No info,8085,5,6
IndiGo,Banglore,Delhi,mid_night,mid_night,10200,0,No info,3419,6,27
IndiGo,Kolkata,Banglore,afternoon,evening,9900,0,No info,6565,3,24
Jet Airways,Delhi,Cochin,mid_night,evening,48300,2,In-flight meal not included,9254,3,27
Air Asia,Kolkata,Banglore,morning,morning,13200,1,No info,6857,6,6
Air India,Kolkata,Banglore,morning,mid_night,66000,2,No info,12140,5,12
SpiceJet,Kolkata,Banglore,morning,morning,8700,0,No check-in baggage included,3841,6,6
Jet Airways,Kolkata,Banglore,morning,evening,41100,1,No info,14781,5,6
Air India,Delhi,Cochin,morning,morning,78000,1,No info,8372,5,18
Air India,Kolkata,Banglore,afternoon,evening,109800,3,No info,8607,4,1
Multiple carriers,Delhi,Cochin,morning,evening,39600,1,No info,13587,6,24
Jet Airways,Delhi,Cochin,evening,mid_night,27000,1,No info,15554,5,18
Jet Airways,Kolkata,Banglore,evening,evening,81600,1,In-flight meal not included,10844,5,21
IndiGo,Mumbai,Hyderabad,afternoon,afternoon,5400,0,No info,4392,5,24
Air India,Banglore,Delhi,afternoon,evening,9900,0,No info,6961,5,27
Air India,Delhi,Cochin,morning,evening,47700,1,No info,8907,5,18
IndiGo,Delhi,Cochin,morning,evening,50100,1,No info,6442,6,15
Jet Airways,Kolkata,Banglore,afternoon,evening,34200,1,In-flight meal not included,8586,5,15
Air India,Delhi,Cochin,afternoon,evening,109200,2,No info,13486,5,15
Air India,Mumbai,Hyderabad,evening,evening,4500,0,No info,3100,6,6
Jet Airways,Delhi,Cochin,afternoon,mid_night,124200,2,In-flight meal not included,15812,3,6
Air India,Delhi,Cochin,evening,evening,11100,0,No info,5201,4,24
IndiGo,Delhi,Cochin,morning,evening,49500,2,No info,9413,3,3
Air India,Delhi,Cochin,evening,evening,82800,2,No info,13591,6,6
Jet Airways,Mumbai,Hyderabad,mid_night,mid_night,5100,0,No info,5678,6,1
Air India,Banglore,New Delhi,morning,evening,53700,1,No info,6781,3,3
Jet Airways,Banglore,New Delhi,evening,morning,60300,1,In-flight meal not included,7832,3,21
Jet Airways,Delhi,Cochin,afternoon,evening,96600,1,In-flight meal not included,14053,3,9
Jet Airways,Kolkata,Banglore,evening,morning,48000,1,In-flight meal not included,10703,5,9
Multiple carriers,Delhi,Cochin,afternoon,mid_night,28800,1,No info,13727,5,15
Multiple carriers,Delhi,Cochin,afternoon,evening,28800,1,No info,7408,6,24
Jet Airways,Banglore,New Delhi,afternoon,morning,76800,1,No info,20800,3,1
Air India,Delhi,Cochin,afternoon,morning,66000,2,No info,11911,6,3
Vistara,Banglore,Delhi,morning,morning,9600,0,No info,5403,4,3
Jet Airways,Kolkata,Banglore,morning,evening,34500,1,In-flight meal not included,13469,6,6
Jet Airways,Delhi,Cochin,evening,afternoon,54600,2,In-flight meal not included,11270,6,6
Air Asia,Delhi,Cochin,evening,morning,35400,1,No info,6152,6,24
Jet Airways,Delhi,Cochin,morning,mid_night,73500,1,No info,12452,3,27
Jet Airways,Kolkata,Banglore,afternoon,afternoon,85800,1,In-flight meal not included,10844,5,15
IndiGo,Delhi,Cochin,morning,evening,38100,1,No info,8216,5,18
Jet Airways,Kolkata,Banglore,morning,evening,48000,1,No info,13626,6,12
Multiple carriers,Delhi,Cochin,morning,evening,51300,2,No info,7084,3,6
Multiple carriers,Delhi,Cochin,mid_night,evening,51600,1,No info,7575,5,9
Air India,Banglore,New Delhi,morning,morning,88500,1,No info,6781,3,3
Jet Airways,Banglore,Delhi,morning,morning,10800,0,In-flight meal not included,6478,6,6
SpiceJet,Mumbai,Hyderabad,mid_night,morning,4800,0,No check-in baggage included,2385,3,15
Multiple carriers,Delhi,Cochin,afternoon,evening,28800,1,No info,9385,5,18
GoAir,Banglore,Delhi,morning,morning,10500,0,No info,5048,4,18
IndiGo,Delhi,Cochin,evening,mid_night,18300,1,No info,5058,6,12
Multiple carriers Premium economy,Delhi,Cochin,morning,afternoon,26400,1,No info,11269,3,21
Multiple carriers,Delhi,Cochin,evening,mid_night,23400,1,No info,7363,4,9
Jet Airways,Delhi,Cochin,afternoon,mid_night,48000,1,No info,15764,3,6
Jet Airways,Delhi,Cochin,morning,mid_night,66300,1,In-flight meal not included,10262,6,12
Jet Airways,Delhi,Cochin,afternoon,afternoon,79200,2,In-flight meal not included,10919,6,3
Jet Airways,Delhi,Cochin,afternoon,evening,91800,1,In-flight meal not included,10262,6,15
Air India,Kolkata,Banglore,mid_night,evening,62700,2,No info,11883,5,6
SpiceJet,Kolkata,Banglore,evening,mid_night,8400,0,No info,3847,3,21
Jet Airways,Mumbai,Hyderabad,evening,evening,5400,0,No info,5678,6,12
Vistara,Kolkata,Banglore,morning,evening,55800,1,No info,8662,5,12
Jet Airways,Delhi,Cochin,afternoon,mid_night,51900,1,In-flight meal not included,12898,5,27
SpiceJet,Banglore,Delhi,evening,mid_night,10500,0,No info,4423,5,12
Air India,Delhi,Cochin,afternoon,morning,52500,1,No info,8991,6,12
SpiceJet,Delhi,Cochin,afternoon,evening,17700,1,No info,5409,5,15
IndiGo,Delhi,Cochin,morning,afternoon,27300,1,No info,6442,4,27
Air India,Kolkata,Banglore,afternoon,evening,35400,2,No info,9941,5,24
IndiGo,Delhi,Cochin,morning,evening,52800,2,No info,6494,3,21
Multiple carriers,Delhi,Cochin,afternoon,mid_night,30600,1,No info,7198,6,24
SpiceJet,Banglore,New Delhi,mid_night,morning,10200,0,No info,7110,3,9
Jet Airways,Banglore,New Delhi,evening,morning,52500,1,In-flight meal not included,11087,3,12
IndiGo,Kolkata,Banglore,evening,evening,9300,0,No info,4804,5,9
IndiGo,Banglore,Delhi,morning,morning,10500,0,No info,4823,6,15
Jet Airways,Kolkata,Banglore,morning,evening,34500,1,No info,14151,5,12
Multiple carriers,Delhi,Cochin,morning,evening,46800,1,In-flight meal not included,10791,6,27
Vistara,Kolkata,Banglore,morning,morning,93300,1,No info,7980,4,1
Air India,Delhi,Cochin,mid_night,morning,92100,1,No info,6587,4,27
Vistara,Chennai,Kolkata,morning,morning,8100,0,No info,3687,5,6
Air India,Delhi,Cochin,evening,evening,88200,2,No info,13307,5,15
Air India,Mumbai,Hyderabad,afternoon,afternoon,5100,0,No info,2050,3,24
Multiple carriers,Delhi,Cochin,morning,evening,36000,1,No info,10197,5,9
Vistara,Banglore,Delhi,evening,evening,10200,0,No info,4668,6,24
IndiGo,Banglore,Delhi,afternoon,afternoon,10200,0,No info,4990,5,24
IndiGo,Mumbai,Hyderabad,morning,morning,5400,0,No info,4049,5,24
Multiple carriers,Delhi,Cochin,morning,evening,43200,1,No info,7933,6,15
IndiGo,Mumbai,Hyderabad,morning,morning,5400,0,No info,4049,5,6
Jet Airways,Delhi,Cochin,morning,mid_night,76800,1,In-flight meal not included,6645,3,27
Jet Airways,Mumbai,Hyderabad,morning,morning,5400,0,No info,8040,6,18
Multiple carriers,Delhi,Cochin,afternoon,mid_night,45300,1,No info,8098,3,21
Jet Airways,Delhi,Cochin,mid_night,evening,60300,1,In-flight meal not included,10262,6,3
Jet Airways,Banglore,New Delhi,evening,morning,46800,1,No info,12284,3,18
Jet Airways,Delhi,Cochin,afternoon,evening,100800,1,In-flight meal not included,10262,6,3
IndiGo,Banglore,Delhi,evening,evening,10200,0,No info,4990,4,12
Air India,Banglore,New Delhi,afternoon,morning,61800,2,No info,12568,3,18
Jet Airways,Kolkata,Banglore,afternoon,evening,34200,1,In-flight meal not included,11841,5,6
Jet Airways,Delhi,Cochin,mid_night,afternoon,37200,1,No info,18371,6,15
SpiceJet,Banglore,New Delhi,morning,evening,28500,1,No info,23267,3,1
Jet Airways,Kolkata,Banglore,morning,evening,50400,1,No info,13067,5,1
IndiGo,Chennai,Kolkata,evening,mid_night,8400,0,No info,5277,6,21
Air India,Delhi,Cochin,afternoon,morning,51900,2,No info,13879,5,27
IndiGo,Kolkata,Banglore,afternoon,evening,9300,0,No info,4174,4,9
Air India,Delhi,Cochin,evening,evening,84600,2,No info,10178,5,9
Jet Airways,Delhi,Cochin,morning,mid_night,60000,2,No info,13882,6,12
Vistara,Banglore,Delhi,evening,evening,9900,0,No info,4878,5,21
Vistara,Banglore,Delhi,morning,afternoon,10200,0,No info,4668,6,27
Jet Airways,Kolkata,Banglore,evening,evening,95700,1,In-flight meal not included,10844,5,21
Multiple carriers,Delhi,Cochin,morning,evening,44100,1,No info,7005,6,27
Jet Airways,Delhi,Cochin,mid_night,afternoon,37200,1,In-flight meal not included,12898,5,21
Air India,Delhi,Cochin,mid_night,evening,55500,1,No info,9929,6,15
Jet Airways,Delhi,Cochin,morning,evening,32400,1,No info,14714,6,1
Air India,Delhi,Cochin,mid_night,morning,10200,0,No info,6094,4,21
Jet Airways,Banglore,New Delhi,morning,evening,40800,1,No info,16736,3,6
Jet Airways,Banglore,Delhi,morning,afternoon,10500,0,No info,7229,4,3
Multiple carriers,Delhi,Cochin,mid_night,afternoon,27600,1,No info,8882,5,18
Multiple carriers,Delhi,Cochin,morning,evening,39600,1,No info,10197,5,9
IndiGo,Kolkata,Banglore,evening,evening,9300,0,No info,4804,5,12
IndiGo,Delhi,Cochin,morning,afternoon,21000,1,No info,13628,3,3
Vistara,Delhi,Cochin,afternoon,afternoon,11400,0,No info,6216,5,27
Air India,Delhi,Cochin,mid_night,morning,92100,1,No info,7480,5,21
Air India,Kolkata,Banglore,morning,afternoon,22500,1,No info,11936,6,12
SpiceJet,Chennai,Kolkata,morning,morning,8100,0,No info,3859,3,18
Jet Airways,Kolkata,Banglore,evening,morning,50700,1,In-flight meal not included,8586,5,12
Vistara,Banglore,New Delhi,evening,mid_night,10500,0,No info,21730,3,1
IndiGo,Delhi,Cochin,afternoon,mid_night,30000,1,No info,6628,6,1
Air India,Kolkata,Banglore,afternoon,morning,71700,2,No info,10151,5,1
Jet Airways,Kolkata,Banglore,afternoon,afternoon,77100,1,No info,11467,5,21
IndiGo,Delhi,Cochin,mid_night,morning,17700,1,No info,7010,6,15
Jet Airways,Banglore,Delhi,afternoon,evening,10800,0,No info,7229,4,3
